"","IIdx","Rank","Dist","NIdx","NID","MSLD","ND","TVD","MSFD","Donated"
"888",178,2,0.276910526710213,92,279,-1.109636079,-1.300118066,-1.300118066,1.600215287,0
"889",178,3,0.28210166036843,97,212,-1.109636079,-1.213548964,-1.213548964,1.531849046,1
"890",178,4,0.435456198833205,434,53,-1.109636079,-1.01100296,-1.01100296,1.438225239,0
"891",178,5,0.454689205660011,114,29,-1.109636079,-1.01100296,-1.01100296,1.414353547,0
"892",179,1,0.234584534911038,332,52,0.235528465,0.643738116,0.643738116,0.830725571,0
"893",179,2,0.234584534911038,333,266,0.235528465,0.643738116,0.643738116,0.830725571,0
"894",179,3,0.554493751022538,363,742,0.471473252,0.643738116,0.643738116,1.31687973,0
"895",179,4,0.591804397801584,551,365,0.776698353,0.643738116,0.643738116,0.266799003,1
"896",179,5,0.591804397801584,335,343,0.776698353,0.643738116,0.643738116,0.266799003,0
"897",180,1,0.150554890989817,468,637,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"898",180,2,0.150554890989817,179,217,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"899",180,3,0.150554890989817,175,252,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"900",180,4,0.150554890989817,469,417,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"901",180,5,0.150554890989817,168,239,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"902",181,1,0.12965410315836,536,627,0.776698353,1.49423964,1.49423964,-0.741697737,0
"903",181,2,0.12965410315836,291,18,0.776698353,1.49423964,1.49423964,-0.741697737,0
"904",181,3,0.12965410315836,293,122,0.776698353,1.49423964,1.49423964,-0.741697737,0
"905",181,4,0.12965410315836,533,368,0.776698353,1.49423964,1.49423964,-0.741697737,0
"906",181,5,0.12965410315836,534,697,0.776698353,1.49423964,1.49423964,-0.741697737,0
"907",182,1,0.147170129422593,232,102,0.471473252,-0.393788889,-0.393788889,0.266799003,0
"908",182,2,0.213865965505085,239,394,0.471473252,-0.393788889,-0.393788889,0.340670342,1
"909",182,3,0.247885095056089,242,17,0.471473252,-0.393788889,-0.393788889,0.376708903,0
"910",182,4,0.266909501467484,492,91,0.357442558,-0.393788889,-0.393788889,0.376708903,0
"911",182,5,0.311779588044009,231,727,0.471473252,-0.149807866,-0.149807866,-0.013839696,0
"912",183,1,0.0955159143160281,49,612,-0.572448496,-0.890212447,-0.890212447,-0.101636954,1
"913",183,2,0.207419894295759,405,699,-0.572448496,-1.01100296,-1.01100296,-0.013839696,0
"914",183,3,0.207419894295759,39,134,-0.572448496,-1.01100296,-1.01100296,-0.013839696,1
"915",183,4,0.215175019314894,25,482,-0.572448496,-0.890212447,-0.890212447,-0.340579242,0
"916",183,5,0.240196038496734,57,146,-0.572448496,-0.751539609,-0.751539609,-0.147060021,0
"917",184,1,0.13129992006362,319,347,0.956547268,1.49423964,1.49423964,-0.616712577,0
"918",184,2,0.13129992006362,542,197,0.956547268,1.49423964,1.49423964,-0.616712577,0
"919",184,3,0.13129992006362,546,178,0.956547268,1.49423964,1.49423964,-0.616712577,0
"920",184,4,0.13129992006362,322,614,0.956547268,1.49423964,1.49423964,-0.616712577,0
"921",184,5,0.13129992006362,543,416,0.956547268,1.49423964,1.49423964,-0.616712577,0
"922",185,1,0.31151577408896,54,507,-0.810535068,-1.581034348,-1.581034348,1.414353547,0
"923",185,2,0.313137991683258,61,652,-0.572448496,-1.639209223,-1.639209223,1.341555111,1
"924",185,3,0.361659742837266,95,386,-0.572448496,-1.213548964,-1.213548964,1.084605966,0
"925",185,4,0.444387768170241,48,740,-0.572448496,-1.745027626,-1.745027626,1.291991927,1
"926",185,5,0.503286925860743,421,737,-1.109636079,-1.300118066,-1.300118066,1.31687973,1
"927",186,1,0.0440099782322166,237,114,0.776698353,0.643738116,0.643738116,-0.741697737,0
"928",186,2,0.0440099782322166,236,362,0.776698353,0.643738116,0.643738116,-0.741697737,0
"929",186,3,0.0440099782322166,235,567,0.776698353,0.643738116,0.643738116,-0.741697737,0
"930",186,4,0.0440099782322166,495,10,0.776698353,0.643738116,0.643738116,-0.741697737,0
"931",186,5,0.0440099782322166,493,672,0.776698353,0.643738116,0.643738116,-0.741697737,1
"932",187,1,0.0462517773292655,274,723,0.776698353,0.172880205,0.172880205,-0.101636954,0
"933",187,2,0.0462517773292655,523,125,0.776698353,0.172880205,0.172880205,-0.101636954,0
"934",187,3,0.248702043840062,532,611,0.776698353,0.172880205,0.172880205,0.190349155,0
"935",187,4,0.25354165174079,522,639,0.956547268,0.172880205,0.172880205,-0.241291892,0
"936",187,5,0.283081041539531,503,504,0.776698353,0.172880205,0.172880205,-0.340579242,0
"937",188,1,0.129366265198485,269,551,0.471473252,1.49423964,1.49423964,-0.951183901,0
"938",188,2,0.129366265198485,513,625,0.471473252,1.49423964,1.49423964,-0.951183901,0
"939",188,3,0.129366265198485,268,152,0.471473252,1.49423964,1.49423964,-0.951183901,0
"940",188,4,0.129366265198485,514,592,0.471473252,1.49423964,1.49423964,-0.951183901,0
"941",188,5,0.129366265198485,515,552,0.471473252,1.49423964,1.49423964,-0.951183901,1
"942",189,1,0.171513919956386,133,293,-1.109636079,1.49423964,1.49423964,-1.973771313,1
"943",189,2,0.171513919956386,132,247,-1.109636079,1.49423964,1.49423964,-1.973771313,1
"944",189,3,0.171513919956386,137,220,-1.109636079,1.49423964,1.49423964,-1.973771313,0
"945",189,4,0.171513919956386,124,477,-1.109636079,1.49423964,1.49423964,-1.973771313,0
"946",189,5,0.171513919956386,134,587,-1.109636079,1.49423964,1.49423964,-1.973771313,0
"947",190,1,0.0440099782322166,237,114,0.776698353,0.643738116,0.643738116,-0.741697737,0
"948",190,2,0.0440099782322166,236,362,0.776698353,0.643738116,0.643738116,-0.741697737,0
"949",190,3,0.0440099782322166,235,567,0.776698353,0.643738116,0.643738116,-0.741697737,0
"950",190,4,0.0440099782322166,495,10,0.776698353,0.643738116,0.643738116,-0.741697737,0
"951",190,5,0.0440099782322166,493,672,0.776698353,0.643738116,0.643738116,-0.741697737,1
"952",191,1,0.370148528429767,48,740,-0.572448496,-1.745027626,-1.745027626,1.291991927,1
"953",191,2,0.37370350747283,38,665,-0.572448496,-1.793432165,-1.793432165,1.291991927,1
"954",191,3,0.449564288794956,61,652,-0.572448496,-1.639209223,-1.639209223,1.341555111,1
"955",191,4,0.48233279813575,391,348,-1.109636079,-1.839244713,-1.839244713,0.830725571,1
"956",191,5,0.558317207020049,4,160,-1.109636079,-1.793432165,-1.793432165,0.614359355,1
"957",192,1,0.320577154372144,190,264,-0.572448496,0.172880205,0.172880205,-0.147060021,1
"958",192,2,0.324473593923955,178,746,-0.572448496,0.172880205,0.172880205,-0.193586817,0
"959",192,3,0.345715275745678,204,620,-0.572448496,0.172880205,0.172880205,-0.013839696,0
"960",192,4,0.491229893172578,220,385,-0.572448496,0.172880205,0.172880205,0.228911412,0
"961",192,5,0.570593384778266,146,432,-0.572448496,-0.149807866,-0.149807866,-0.101636954,1
"962",193,1,0.0486452538991678,510,13,0.956547268,0.643738116,0.643738116,-0.616712577,0
"963",193,2,0.201862973111804,254,186,0.776698353,0.643738116,0.643738116,-0.616712577,0
"964",193,3,0.222362902325336,236,362,0.776698353,0.643738116,0.643738116,-0.741697737,0
"965",193,4,0.222362902325336,235,567,0.776698353,0.643738116,0.643738116,-0.741697737,0
"966",193,5,0.222362902325336,237,114,0.776698353,0.643738116,0.643738116,-0.741697737,0
"967",194,1,0.285724425439457,551,365,0.776698353,0.643738116,0.643738116,0.266799003,1
"968",194,2,0.285724425439457,335,343,0.776698353,0.643738116,0.643738116,0.266799003,0
"969",194,3,0.324048839539639,284,137,0.471473252,0.643738116,0.643738116,-0.101636954,0
"970",194,4,0.326088941673717,281,390,0.776698353,0.643738116,0.643738116,-0.340579242,1
"971",194,5,0.338821152471787,528,267,0.471473252,0.643738116,0.643738116,-0.147060021,0
"972",195,1,0.279352460886526,280,201,0.471473252,-0.589133831,-0.589133831,1.341555111,0
"973",195,2,0.368084580605866,525,430,0.471473252,-0.751539609,-0.751539609,1.438225239,0
"974",195,3,0.415806898340655,512,411,0.471473252,-0.890212447,-0.890212447,1.366022838,0
"975",195,4,0.438066539590442,295,428,0.776698353,-0.751539609,-0.751539609,1.366022838,0
"976",195,5,0.445072110078698,276,572,0.776698353,-0.589133831,-0.589133831,0.800933818,0
"977",196,1,0.13129992006362,319,347,0.956547268,1.49423964,1.49423964,-0.616712577,0
"978",196,2,0.13129992006362,542,197,0.956547268,1.49423964,1.49423964,-0.616712577,0
"979",196,3,0.13129992006362,546,178,0.956547268,1.49423964,1.49423964,-0.616712577,0
"980",196,4,0.13129992006362,322,614,0.956547268,1.49423964,1.49423964,-0.616712577,0
"981",196,5,0.13129992006362,543,416,0.956547268,1.49423964,1.49423964,-0.616712577,0
"982",197,1,0.0670280003502922,325,558,1.348487,0.643738116,0.643738116,-0.241291892,0
"983",197,2,0.0670280003502922,324,468,1.348487,0.643738116,0.643738116,-0.241291892,0
"984",197,3,0.0826272697782335,540,396,1.348487,0.643738116,0.643738116,-0.340579242,0
"985",197,4,0.0826272697782335,305,601,1.348487,0.643738116,0.643738116,-0.340579242,1
"986",197,5,0.110746358106198,328,378,1.487729835,0.643738116,0.643738116,-0.241291892,0
"987",198,1,0.303785266319338,550,338,1.487729835,-0.589133831,-0.589133831,0.614359355,0
"988",198,2,0.360663366357424,561,183,1.619113475,-0.589133831,-0.589133831,0.770789474,0
"989",198,3,0.374792059436059,548,118,1.348487,-0.589133831,-0.589133831,0.709397,0
"990",198,4,0.610571271923444,257,21,0.956547268,-0.751539609,-0.751539609,0.412182818,0
"991",198,5,0.612218880398603,369,281,1.682186116,-0.393788889,-0.393788889,0.740281188,1
"992",199,1,0.0760773969138405,344,78,1.487729835,0.643738116,0.643738116,-0.101636954,0
"993",199,2,0.0760773969138405,345,538,1.487729835,0.643738116,0.643738116,-0.101636954,0
"994",199,3,0.0762613012938069,347,210,1.487729835,0.643738116,0.643738116,-0.013839696,0
"995",199,4,0.193669897814384,549,532,1.487729835,0.643738116,0.643738116,-0.241291892,0
"996",199,5,0.193669897814384,328,378,1.487729835,0.643738116,0.643738116,-0.241291892,0
"997",200,1,0.181202379122566,95,386,-0.572448496,-1.213548964,-1.213548964,1.084605966,0
"998",200,2,0.225412792258139,436,331,-0.572448496,-1.01100296,-1.01100296,0.918090569,0
"999",200,3,0.296919560716182,432,229,-0.572448496,-1.01100296,-1.01100296,0.830725571,0
"1000",200,4,0.46105169070505,431,288,-0.810535068,-0.890212447,-0.890212447,0.770789474,0
"1001",200,5,0.463781736459973,88,274,-1.109636079,-1.117854791,-1.117854791,1.164186551,0
